title,author,avg_rating,rating_count,year_published,genre,title_clean,author_clean,genre_clean,lang,genre_grouped
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Brandeis University,tuesdays with morrie,mitch albom,brandeis university,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Amyotrophic lateral sclerosis,tuesdays with morrie,mitch albom,amyotrophic lateral sclerosis,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Faculty,tuesdays with morrie,mitch albom,faculty,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Patients,tuesdays with morrie,mitch albom,patients,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Case studies,tuesdays with morrie,mitch albom,case studies,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Teacher-student relationships,tuesdays with morrie,mitch albom,teacher-student relationships,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Biography,tuesdays with morrie,mitch albom,biography,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Psychological aspects,tuesdays with morrie,mitch albom,psychological aspects,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Universities and colleges,tuesdays with morrie,mitch albom,universities and colleges,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Biography & Memoir,tuesdays with morrie,mitch albom,biography and memoir,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Inspiration & Motivation,tuesdays with morrie,mitch albom,inspiration and motivation,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Personal Growth,tuesdays with morrie,mitch albom,personal growth,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Psychological aspects of Death,tuesdays with morrie,mitch albom,psychological aspects of death,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Attitude to Death,tuesdays with morrie,mitch albom,attitude to death,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Muerte,tuesdays with morrie,mitch albom,muerte,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Psychology,tuesdays with morrie,mitch albom,psychology,en,science
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Universidad de Brandeis,tuesdays with morrie,mitch albom,universidad de brandeis,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Enfermos,tuesdays with morrie,mitch albom,enfermos,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Philosophy,tuesdays with morrie,mitch albom,philosophy,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Esclerosis lateral amiotrófica,tuesdays with morrie,mitch albom,esclerosis lateral amiotrófica,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Relaciones maestro-estudiante,tuesdays with morrie,mitch albom,relaciones maestro-estudiante,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Biografía,tuesdays with morrie,mitch albom,biografía,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Análisis de casos,tuesdays with morrie,mitch albom,análisis de casos,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Aspectos psicológicos,tuesdays with morrie,mitch albom,aspectos psicológicos,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Profesorado,tuesdays with morrie,mitch albom,profesorado,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Intergenerational Relations,tuesdays with morrie,mitch albom,intergenerational relations,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Nonfiction,tuesdays with morrie,mitch albom,nonfiction,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Conduct of life,tuesdays with morrie,mitch albom,conduct of life,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,"Schwartz, Morris S",tuesdays with morrie,mitch albom,schwartz morris s,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Brandeis University -- Faculty -- Biography,tuesdays with morrie,mitch albom,brandeis university -- faculty -- biography,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Amyotrophic lateral sclerosis -- Patients -- United States -- Biography,tuesdays with morrie,mitch albom,amyotrophic lateral sclerosis -- patients -- united states -- biography,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Teacher-student relationships -- United States -- Case studies,tuesdays with morrie,mitch albom,teacher-student relationships -- united states -- case studies,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Death -- Psychological aspects -- Case studies,tuesdays with morrie,mitch albom,death -- psychological aspects -- case studies,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Patients -- United States -- Biography,tuesdays with morrie,mitch albom,patients -- united states -- biography,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Teacher-student relationship,tuesdays with morrie,mitch albom,teacher-student relationship,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,"Terminally ill, biography",tuesdays with morrie,mitch albom,terminally ill biography,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,"Death, psychological aspects",tuesdays with morrie,mitch albom,death psychological aspects,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,"Educators, united states",tuesdays with morrie,mitch albom,educators united states,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,"Authors, american",tuesdays with morrie,mitch albom,authors american,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Open Library Staff Picks,tuesdays with morrie,mitch albom,open library staff picks,en,other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Large type books,tuesdays with morrie,mitch albom,large type books,en,literature
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Tong su dou wu .,tuesdays with morrie,mitch albom,tong su dou wu,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Ren sheng zhe xue .,tuesdays with morrie,mitch albom,ren sheng zhe xue,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Ren sheng zhe xue,tuesdays with morrie,mitch albom,ren sheng zhe xue,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Esclerosi lateral amiotròfica,tuesdays with morrie,mitch albom,esclerosi lateral amiotròfica,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Pacients,tuesdays with morrie,mitch albom,pacients,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Biografia,tuesdays with morrie,mitch albom,biografia,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Relacions humanes,tuesdays with morrie,mitch albom,relacions humanes,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Llibres per a joves,tuesdays with morrie,mitch albom,llibres per a joves,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Mort,tuesdays with morrie,mitch albom,mort,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Amistat,tuesdays with morrie,mitch albom,amistat,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Emocions,tuesdays with morrie,mitch albom,emocions,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Narrativa per a joves,tuesdays with morrie,mitch albom,narrativa per a joves,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Novel·la realista,tuesdays with morrie,mitch albom,novel·la realista,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Sclérose latérale amyotrophique,tuesdays with morrie,mitch albom,sclérose latérale amyotrophique,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Biographies,tuesdays with morrie,mitch albom,biographies,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Études de cas,tuesdays with morrie,mitch albom,études de cas,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Aspect psychologique,tuesdays with morrie,mitch albom,aspect psychologique,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Pacientes,tuesdays with morrie,mitch albom,pacientes,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Relaciones entre maestro y alumno,tuesdays with morrie,mitch albom,relaciones entre maestro y alumno,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Zhong pian Xiao shuo,tuesdays with morrie,mitch albom,zhong pian xiao shuo,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Tong su du wu,tuesdays with morrie,mitch albom,tong su du wu,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Ethnology,tuesdays with morrie,mitch albom,ethnology,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Intergenerational relationships,tuesdays with morrie,mitch albom,intergenerational relationships,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Ying yu,tuesdays with morrie,mitch albom,ying yu,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Dui zhao du wu,tuesdays with morrie,mitch albom,dui zhao du wu,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Han yu,tuesdays with morrie,mitch albom,han yu,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Terminally ill,tuesdays with morrie,mitch albom,terminally ill,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Facultybrandeis university,tuesdays with morrie,mitch albom,facultybrandeis university,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Death--psychological aspects,tuesdays with morrie,mitch albom,death--psychological aspects,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Death--psychological aspects--case studies,tuesdays with morrie,mitch albom,death--psychological aspects--case studies,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Teacher-student relationships--united states--case studies,tuesdays with morrie,mitch albom,teacher-student relationships--united states--case studies,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Amyotrophic lateral sclerosis--patients,tuesdays with morrie,mitch albom,amyotrophic lateral sclerosis--patients,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Amyotrophic lateral sclerosis--patients--united states--biography,tuesdays with morrie,mitch albom,amyotrophic lateral sclerosis--patients--united states--biography,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Spiritual life,tuesdays with morrie,mitch albom,spiritual life,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Sick,tuesdays with morrie,mitch albom,sick,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Ld571.b418 s383 1997,tuesdays with morrie,mitch albom,ld571b418 s383 1997,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,We 550 a339 1997,tuesdays with morrie,mitch albom,we 550 a339 1997,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,378.1/2/092 b,tuesdays with morrie,mitch albom,3781/2/092 b,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Education - social & political aspects,tuesdays with morrie,mitch albom,education - social and political aspects,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Emotional healing,tuesdays with morrie,mitch albom,emotional healing,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Teaching - classroom planning & management,tuesdays with morrie,mitch albom,teaching - classroom planning and management,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Education biography,tuesdays with morrie,mitch albom,education biography,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Inspiration,tuesdays with morrie,mitch albom,inspiration,en,Other
Tuesdays with Morrie,Mitch Albom,3.85,80,1994,Patient narratives,tuesdays with morrie,mitch albom,patient narratives,en,Other
Games People Play,Eric Berne,3.71,56,1964,Game theory,games people play,eric berne,game theory,en,Other
Games People Play,Eric Berne,3.71,56,1964,Interpersonal relations,games people play,eric berne,interpersonal relations,en,Other
Games People Play,Eric Berne,3.71,56,1964,Social interaction,games people play,eric berne,social interaction,en,Other
Games People Play,Eric Berne,3.71,56,1964,Transactional analysis,games people play,eric berne,transactional analysis,en,Other
Games People Play,Eric Berne,3.71,56,1964,Social Psychology,games people play,eric berne,social psychology,en,Other
Games People Play,Eric Berne,3.71,56,1964,Interacción social,games people play,eric berne,interacción social,en,Other
Games People Play,Eric Berne,3.71,56,1964,Psihoterapija,games people play,eric berne,psihoterapija,en,Other
Games People Play,Eric Berne,3.71,56,1964,Social role,games people play,eric berne,social role,en,Other
Games People Play,Eric Berne,3.71,56,1964,Sociale relaties,games people play,eric berne,sociale relaties,en,Other
Games People Play,Eric Berne,3.71,56,1964,Psychologische aspecten,games people play,eric berne,psychologische aspecten,en,Other
Games People Play,Eric Berne,3.71,56,1964,Transactionele analyse,games people play,eric berne,transactionele analyse,en,Other
Games People Play,Eric Berne,3.71,56,1964,"Journalists, fiction",games people play,eric berne,journalists fiction,en,Other
Games People Play,Eric Berne,3.71,56,1964,"Balkan peninsula, fiction",games people play,eric berne,balkan peninsula fiction,en,Other
Games People Play,Eric Berne,3.71,56,1964,"Fiction, psychological",games people play,eric berne,fiction psychological,en,Other
Games People Play,Eric Berne,3.71,56,1964,"Fiction, political",games people play,eric berne,fiction political,en,Other
Games People Play,Eric Berne,3.71,56,1964,Psychology,games people play,eric berne,psychology,en,science
Games People Play,Eric Berne,3.71,56,1964,Interaction social,games people play,eric berne,interaction social,en,Other
Games People Play,Eric Berne,3.71,56,1964,games,games people play,eric berne,games,en,Other
Games People Play,Eric Berne,3.71,56,1964,relationships,games people play,eric berne,relationships,en,romance
Games People Play,Eric Berne,3.71,56,1964,communication,games people play,eric berne,communication,en,Other
Games People Play,Eric Berne,3.71,56,1964,interaction,games people play,eric berne,interaction,en,Other
Games People Play,Eric Berne,3.71,56,1964,personality,games people play,eric berne,personality,en,Other
Games People Play,Eric Berne,3.71,56,1964,neurosis,games people play,eric berne,neurosis,en,Other
Games People Play,Eric Berne,3.71,56,1964,intimacy,games people play,eric berne,intimacy,en,Other
Games People Play,Eric Berne,3.71,56,1964,psychotherapy,games people play,eric berne,psychotherapy,en,Other
Games People Play,Eric Berne,3.71,56,1964,Interpersonal relationships,games people play,eric berne,interpersonal relationships,en,Other
Games People Play,Eric Berne,3.71,56,1964,Psychological aspects,games people play,eric berne,psychological aspects,en,Other
Games People Play,Eric Berne,3.71,56,1964,Manners and customs,games people play,eric berne,manners and customs,en,Other
Read People Like a Book,Discover Press,2.11,9,2021,Human behavior,read people like a book,discover press,human behavior,en,Other
Read People Like a Book,Discover Press,2.11,9,2021,Emotional intelligence,read people like a book,discover press,emotional intelligence,en,Other
Read People Like a Book,Discover Press,2.11,9,2021,Psychology,read people like a book,discover press,psychology,en,science
Read People Like a Book,Discover Press,2.11,9,2021,Body language.,read people like a book,discover press,body language,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,Serie:The_Heroes_of_Olympus,the lost hero,rick riordan,seriethe_heroes_of_olympus,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,nyt:chapter_books=2010-11-06,the lost hero,rick riordan,nytchapter_books=2010-11-06,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,New York Times bestseller,the lost hero,rick riordan,new york times bestseller,en,bestseller
The Lost Hero,Rick Riordan,4.42,157,2010,fantasy,the lost hero,rick riordan,fantasy,en,fantasy
The Lost Hero,Rick Riordan,4.42,157,2010,adventure,the lost hero,rick riordan,adventure,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,kids,the lost hero,rick riordan,kids,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,teens,the lost hero,rick riordan,teens,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,children,the lost hero,rick riordan,children,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,Greek Mythology,the lost hero,rick riordan,greek mythology,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,Juvenile fiction,the lost hero,rick riordan,juvenile fiction,en,children/young adult
The Lost Hero,Rick Riordan,4.42,157,2010,Fiction,the lost hero,rick riordan,fiction,en,fiction
The Lost Hero,Rick Riordan,4.42,157,2010,Gaia (Greek deity),the lost hero,rick riordan,gaia greek deity,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,Camps,the lost hero,rick riordan,camps,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,Monsters,the lost hero,rick riordan,monsters,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,Children's fiction,the lost hero,rick riordan,children's fiction,en,children/young adult
The Lost Hero,Rick Riordan,4.42,157,2010,Fantasy fiction,the lost hero,rick riordan,fantasy fiction,en,fantasy
The Lost Hero,Rick Riordan,4.42,157,2010,"Gods, fiction",the lost hero,rick riordan,gods fiction,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,"Camps, fiction",the lost hero,rick riordan,camps fiction,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,"Monsters, fiction",the lost hero,rick riordan,monsters fiction,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,nyt:paperback-books=2012-04-22,the lost hero,rick riordan,nytpaperback-books=2012-04-22,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,Roman Mythology,the lost hero,rick riordan,roman mythology,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,Action & Adventure,the lost hero,rick riordan,action and adventure,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,Young adult fiction,the lost hero,rick riordan,young adult fiction,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,Literatura estadounidense,the lost hero,rick riordan,literatura estadounidense,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,Novela estadounidense,the lost hero,rick riordan,novela estadounidense,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,Siglo XIX,the lost hero,rick riordan,siglo xix,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,Mitología griega,the lost hero,rick riordan,mitología griega,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,Ficción juvenil,the lost hero,rick riordan,ficción juvenil,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,Monstruos,the lost hero,rick riordan,monstruos,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,Campamentos,the lost hero,rick riordan,campamentos,en,Other
The Lost Hero,Rick Riordan,4.42,157,2010,Hera (Greek deity),the lost hero,rick riordan,hera greek deity,en,Other
Beyond entrepreneurship,"Collins, James C.",3.67,12,1992,Organizational effectiveness,beyond entrepreneurship,collins james c,organizational effectiveness,en,Other
Beyond entrepreneurship,"Collins, James C.",3.67,12,1992,Small business,beyond entrepreneurship,collins james c,small business,en,Other
Beyond entrepreneurship,"Collins, James C.",3.67,12,1992,"Small business, management",beyond entrepreneurship,collins james c,small business management,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,desertion,a thousand splendid suns,khaled hosseini,desertion,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Sufism,a thousand splendid suns,khaled hosseini,sufism,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Pashhtuns,a thousand splendid suns,khaled hosseini,pashhtuns,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,domestic abuse,a thousand splendid suns,khaled hosseini,domestic abuse,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Tajiks,a thousand splendid suns,khaled hosseini,tajiks,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Taliban,a thousand splendid suns,khaled hosseini,taliban,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Pinocchio,a thousand splendid suns,khaled hosseini,pinocchio,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Literature,a thousand splendid suns,khaled hosseini,literature,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Families,a thousand splendid suns,khaled hosseini,families,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Family,a thousand splendid suns,khaled hosseini,family,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Intergenerational relations,a thousand splendid suns,khaled hosseini,intergenerational relations,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Women,a thousand splendid suns,khaled hosseini,women,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Loss (Psychology),a thousand splendid suns,khaled hosseini,loss psychology,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Family relationships,a thousand splendid suns,khaled hosseini,family relationships,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Family sagas,a thousand splendid suns,khaled hosseini,family sagas,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Friendship,a thousand splendid suns,khaled hosseini,friendship,en,other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Families -- Fiction.,a thousand splendid suns,khaled hosseini,families -- fiction,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Fiction,a thousand splendid suns,khaled hosseini,fiction,en,fiction
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Ehefrau,a thousand splendid suns,khaled hosseini,ehefrau,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Social conditions,a thousand splendid suns,khaled hosseini,social conditions,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Arranged marriage,a thousand splendid suns,khaled hosseini,arranged marriage,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Ehemann,a thousand splendid suns,khaled hosseini,ehemann,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Unterdrückung,a thousand splendid suns,khaled hosseini,unterdrückung,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Family life,a thousand splendid suns,khaled hosseini,family life,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,"Afghanistan, fiction",a thousand splendid suns,khaled hosseini,afghanistan fiction,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,"Fiction, family life",a thousand splendid suns,khaled hosseini,fiction family life,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Modern & contemporary fiction (post c 1945),a thousand splendid suns,khaled hosseini,modern and contemporary fiction post c 1945,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,General,a thousand splendid suns,khaled hosseini,general,en,fiction
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Frauenfreundschaft,a thousand splendid suns,khaled hosseini,frauenfreundschaft,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Altersunterschied,a thousand splendid suns,khaled hosseini,altersunterschied,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Large type books,a thousand splendid suns,khaled hosseini,large type books,en,literature
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,nyt:trade-fiction-paperback=2008-12-14,a thousand splendid suns,khaled hosseini,nyttrade-fiction-paperback=2008-12-14,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,New York Times bestseller,a thousand splendid suns,khaled hosseini,new york times bestseller,en,bestseller
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,New York Times reviewed,a thousand splendid suns,khaled hosseini,new york times reviewed,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Familia,a thousand splendid suns,khaled hosseini,familia,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Novela,a thousand splendid suns,khaled hosseini,novela,en,fiction
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Afganistán,a thousand splendid suns,khaled hosseini,afganistán,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,"Fiction, family life, general",a thousand splendid suns,khaled hosseini,fiction family life general,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Fictional Works,a thousand splendid suns,khaled hosseini,fictional works,en,Other
A Thousand Splendid Suns,Khaled Hosseini,4.46,112,2007,Social life and customs,a thousand splendid suns,khaled hosseini,social life and customs,en,Other
"Daniel Kahneman's Thinking, Fast and Slow",Jacqueline Allan,4.0,9,2018,Psychology,daniel kahneman's thinking fast and slow,jacqueline allan,psychology,en,science
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Change (psychology),who moved my cheese?,spencer johnson,change psychology,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Large type books,who moved my cheese?,spencer johnson,large type books,en,literature
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Life change events,who moved my cheese?,spencer johnson,life change events,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Conduct of life,who moved my cheese?,spencer johnson,conduct of life,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Adaptability (Psychology),who moved my cheese?,spencer johnson,adaptability psychology,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Teenagers,who moved my cheese?,spencer johnson,teenagers,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Fiction,who moved my cheese?,spencer johnson,fiction,en,fiction
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Maze puzzles,who moved my cheese?,spencer johnson,maze puzzles,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Organizational change,who moved my cheese?,spencer johnson,organizational change,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Psychological Adaptation,who moved my cheese?,spencer johnson,psychological adaptation,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Happiness,who moved my cheese?,spencer johnson,happiness,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Mice,who moved my cheese?,spencer johnson,mice,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Changement (Psychologie),who moved my cheese?,spencer johnson,changement psychologie,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Change,who moved my cheese?,spencer johnson,change,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Psychology,who moved my cheese?,spencer johnson,psychology,en,science
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Changement d'attitude,who moved my cheese?,spencer johnson,changement d'attitude,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Adaptation (psychologie),who moved my cheese?,spencer johnson,adaptation psychologie,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Self-actualization (Psychology),who moved my cheese?,spencer johnson,self-actualization psychology,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,"Youth, conduct of life",who moved my cheese?,spencer johnson,youth conduct of life,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Xing wei gai bian shu,who moved my cheese?,spencer johnson,xing wei gai bian shu,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Children's fiction,who moved my cheese?,spencer johnson,children's fiction,en,children/young adult
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,"Mice, fiction",who moved my cheese?,spencer johnson,mice fiction,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Stress Management,who moved my cheese?,spencer johnson,stress management,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Success,who moved my cheese?,spencer johnson,success,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Psychological aspects,who moved my cheese?,spencer johnson,psychological aspects,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Realisation de soi,who moved my cheese?,spencer johnson,realisation de soi,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Manuel,who moved my cheese?,spencer johnson,manuel,en,Other
Who Moved My Cheese?,Spencer Johnson,3.79,82,1998,Adaptation psychologique,who moved my cheese?,spencer johnson,adaptation psychologique,en,Other
