title,author,avg_rating,rating_count,year_published,genre
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,"Emotions, fiction"
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,"Survival, fiction"
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,"Homeless persons, fiction"
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,"Child sexual abuse, fiction"
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,"Self-mutilation, fiction"
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,Emotional problems
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,Survival
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,Abandoned children
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,Fiction
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,Homeless persons
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,Cutting (Self-mutilation)
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,Sex crimes
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,Sexual abuse
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,nyt:young-adult-hardcover=2016-09-25
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,New York Times bestseller
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,Juvenile fiction
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,Suicidal behavior
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,Absentee fathers
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,Abusive mothers
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,Emotions
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,Child sexual abuse
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,Self-mutilation
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,nyt:young-adult-paperback-monthly=2023-07-02
Girl in Pieces,Kathleen Glasgow,4.2272725,154,2000,nyt:young-adult-paperback-monthly=2023-04-16
Ikigai,Héctor García,3.8857143,105,2016,Ikigai
Ikigai,Héctor García,3.8857143,105,2016,Longevity
Ikigai,Héctor García,3.8857143,105,2016,Happiness
Ikigai,Héctor García,3.8857143,105,2016,Quality of life
Ikigai,Héctor García,3.8857143,105,2016,"Japan, social conditions"
Ikigai,Héctor García,3.8857143,105,2016,Self-actualization (psychology)
Ikigai,Héctor García,3.8857143,105,2016,"Japan, social life and customs"
Ikigai,Héctor García,3.8857143,105,2016,Large type books
Forgotten Home Apothecary,Nicole Apelian,4.0,8,2024,Nature
Forgotten Home Apothecary,Nicole Apelian,4.0,8,2024,Self-help techniques
The Art of Seduction,Robert Greene,2.0,3,2001,Courtship
The Art of Seduction,Robert Greene,2.0,3,2001,Seduction
The Art of Seduction,Robert Greene,2.0,3,2001,Sexual excitement
The Art of Seduction,Robert Greene,2.0,3,2001,Sex instruction
The Art of Seduction,Robert Greene,2.0,3,2001,History
